Work_Order_ID,Batch_ID,Product_Code,Master_Recipe_ID,Batch_Phase,Phase_Step,Parameter_Name,Parameter_Value,Performed_By,Verified_By,Execution_Timestamp,Execution_Status,Equipment_ID
WO-2025152,B2025152,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,68.16,OP-istanton,OP-efigueroa,2025-05-28 15:49:15,,N/A
WO-2025152,B2025152,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,78.84,OP-wagnerjason,OP-istanton,2025-05-28 15:46:15,,N/A
WO-2025152,B2025152,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,84.71,OP-dsmith,OP-dana45,2025-05-28 15:55:15,,N/A
WO-2025152,B2025152,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,77.2,OP-john51,OP-wagnerjason,2025-05-28 17:36:15,Within Spec,EQP004
WO-2025152,B2025152,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.72,OP-john51,OP-efigueroa,2025-05-28 19:36:15,Within Spec,EQP004
WO-2025054,B2025054,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,76.28,OP-efigueroa,OP-cramos,2024-10-07 09:33:51,,N/A
WO-2025054,B2025054,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,83.98,OP-cramos,OP-wagnerjason,2024-10-07 09:28:51,,N/A
WO-2025054,B2025054,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,75.7,OP-wagnerjason,OP-veronicascott,2024-10-07 11:22:51,Within Spec,EQP005
WO-2025054,B2025054,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.76,OP-wagnerjason,OP-rachaelclark,2024-10-07 13:22:51,Out of Spec,EQP005
WO-2025064,B2025064,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,69.21,OP-istanton,OP-cody37,2025-03-21 00:43:52,,N/A
WO-2025064,B2025064,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,64.77,OP-dsmith,OP-cody37,2025-03-21 00:34:52,,N/A
WO-2025064,B2025064,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,73.7,OP-istanton,OP-kyle12,2025-03-21 02:18:52,Within Spec,EQP003
WO-2025064,B2025064,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.1,OP-istanton,OP-john51,2025-03-21 04:18:52,Out of Spec,EQP003
WO-2025215,B2025215,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,58.5,OP-istanton,OP-rachaelclark,2024-06-20 23:01:17,,N/A
WO-2025215,B2025215,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,77.27,OP-garzaeric,OP-thomas69,2024-06-20 22:48:17,,N/A
WO-2025215,B2025215,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,72.9,OP-garzaeric,OP-veronicascott,2024-06-21 00:36:17,Within Spec,EQP001
WO-2025215,B2025215,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,7.31,OP-garzaeric,OP-wagnerjason,2024-06-21 02:36:17,Within Spec,EQP001
WO-2025201,B2025201,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,75.36,OP-efigueroa,OP-kyle12,2025-05-06 13:23:27,,N/A
WO-2025201,B2025201,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,82.82,OP-kyle12,OP-hoffmanalvin,2025-05-06 13:39:27,,N/A
WO-2025201,B2025201,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,85.0,OP-kyle12,OP-garzaeric,2025-05-06 15:16:27,Out of Spec,EQP002
WO-2025201,B2025201,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.53,OP-kyle12,OP-garzaeric,2025-05-06 17:16:27,Out of Spec,EQP002
WO-2025108,B2025108,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,82.63,OP-wagnerjason,OP-istanton,2024-07-27 05:47:11,,N/A
WO-2025108,B2025108,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,94.54,OP-istanton,OP-john51,2024-07-27 05:53:11,,N/A
WO-2025108,B2025108,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,67.84,OP-rachaelclark,OP-dsmith,2024-07-27 05:50:11,,N/A
WO-2025108,B2025108,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,76.3,OP-veronicascott,OP-veronicascott,2024-07-27 07:32:11,Within Spec,EQP005
WO-2025108,B2025108,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,6.95,OP-veronicascott,OP-cody37,2024-07-27 09:32:11,Within Spec,EQP005
WO-2025108,B2025108,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-veronicascott,OP-garzaeric,2024-07-27 13:32:11,Completed,PKG-LINE-01
WO-2025142,B2025142,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,67.39,OP-dsmith,OP-john51,2024-12-25 20:59:13,,N/A
WO-2025142,B2025142,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense API-Alpha,MAT-002,69.28,OP-efigueroa,OP-wagnerjason,2024-12-25 20:48:13,,N/A
WO-2025142,B2025142,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,71.7,OP-kyle12,OP-istanton,2024-12-25 22:32:13,Within Spec,EQP006
WO-2025142,B2025142,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.88,OP-kyle12,OP-thomas69,2024-12-26 00:32:13,Within Spec,EQP006
WO-2025126,B2025126,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,56.61,OP-efigueroa,OP-hoffmanalvin,2024-11-11 06:31:44,,N/A
WO-2025126,B2025126,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,64.24,OP-istanton,,2024-11-11 06:25:44,,N/A
WO-2025126,B2025126,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,80.3,OP-garzaeric,OP-dana45,2024-11-11 08:20:44,Out of Spec,EQP007
WO-2025126,B2025126,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,6.14,OP-garzaeric,OP-dsmith,2024-11-11 10:20:44,Out of Spec,EQP007
WO-2025173,B2025173,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,81.06,OP-hoffmanalvin,OP-efigueroa,2025-05-09 04:10:24,,N/A
WO-2025173,B2025173,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Excipient X,MAT-001,76.44,OP-cramos,OP-wagnerjason,2025-05-09 04:02:24,,N/A
WO-2025173,B2025173,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,77.1,OP-rachaelclark,OP-hoffmanalvin,2025-05-09 05:50:24,Within Spec,EQP002
WO-2025173,B2025173,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.3,OP-rachaelclark,OP-istanton,2025-05-09 07:50:24,Out of Spec,EQP002
WO-2025148,B2025148,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,70.49,OP-cody37,OP-thomas69,2024-09-02 18:58:13,,N/A
WO-2025148,B2025148,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Excipient X,MAT-001,59.13,OP-veronicascott,OP-istanton,2024-09-02 19:04:13,,N/A
WO-2025148,B2025148,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,71.26,OP-garzaeric,OP-veronicascott,2024-09-02 19:05:13,,N/A
WO-2025148,B2025148,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,83.2,OP-dana45,OP-efigueroa,2024-09-02 20:50:13,Out of Spec,EQP003
WO-2025148,B2025148,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.06,OP-dana45,OP-garzaeric,2024-09-02 22:50:13,Within Spec,EQP003
WO-2025148,B2025148,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-dana45,OP-dsmith,2024-09-03 02:50:13,Completed,PKG-LINE-01
WO-2025006,B2025006,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,97.37,OP-cody37,OP-kyle12,2024-09-08 18:43:33,,N/A
WO-2025006,B2025006,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Excipient X,MAT-001,65.76,OP-john51,OP-veronicascott,2024-09-08 18:58:33,,N/A
WO-2025006,B2025006,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense API-Alpha,MAT-002,63.08,OP-cody37,OP-veronicascott,2024-09-08 18:52:33,,N/A
WO-2025006,B2025006,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,77.3,OP-cody37,OP-dana45,2024-09-08 20:33:33,Within Spec,EQP002
WO-2025006,B2025006,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.23,OP-cody37,OP-dana45,2024-09-08 22:33:33,Out of Spec,EQP002
WO-2025198,B2025198,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,62.73,OP-veronicascott,OP-thomas69,2024-11-04 10:31:43,,N/A
WO-2025198,B2025198,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,73.55,OP-rachaelclark,OP-istanton,2024-11-04 10:06:43,,N/A
WO-2025198,B2025198,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,77.4,OP-cody37,OP-istanton,2024-11-04 12:01:43,Within Spec,EQP004
WO-2025198,B2025198,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.38,OP-cody37,OP-dana45,2024-11-04 14:01:43,Out of Spec,EQP004
WO-2025039,B2025039,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Excipient X,MAT-001,88.14,OP-cramos,OP-istanton,2024-08-27 13:03:06,,N/A
WO-2025039,B2025039,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense API-Alpha,MAT-002,97.79,OP-thomas69,OP-cody37,2024-08-27 13:04:06,,N/A
WO-2025039,B2025039,PROD-002,RECIPE-PROD-002-V2,Dispensing,Dispense Coating Agent Z,MAT-003,71.03,OP-john51,OP-thomas69,2024-08-27 13:09:06,,N/A
WO-2025039,B2025039,PROD-002,RECIPE-PROD-002-V2,Manufacturing,Heating Step,Temperature,81.0,OP-wagnerjason,OP-dsmith,2024-08-27 14:41:06,Out of Spec,EQP006
WO-2025039,B2025039,PROD-002,RECIPE-PROD-002-V2,Manufacturing,pH Adjustment,pH,7.15,OP-wagnerjason,OP-cramos,2024-08-27 16:41:06,Within Spec,EQP006
WO-2025101,B2025101,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,64.08,OP-wagnerjason,OP-veronicascott,2025-06-14 21:51:04,,N/A
WO-2025101,B2025101,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,62.91,OP-dsmith,OP-veronicascott,2025-06-14 21:56:04,,N/A
WO-2025101,B2025101,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,61.91,OP-istanton,OP-efigueroa,2025-06-14 21:54:04,,N/A
WO-2025101,B2025101,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,81.1,OP-rachaelclark,OP-veronicascott,2025-06-14 23:28:04,Out of Spec,EQP005
WO-2025101,B2025101,PROD-002,RECIPE-PROD-002-V3,Manufacturing,pH Adjustment,pH,6.95,OP-rachaelclark,OP-hoffmanalvin,2025-06-15 01:28:04,Within Spec,EQP005
WO-2025190,B2025190,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,56.09,OP-thomas69,OP-istanton,2025-03-06 17:48:59,,N/A
WO-2025190,B2025190,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,75.3,OP-kyle12,OP-john51,2025-03-06 17:52:59,,N/A
WO-2025190,B2025190,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,51.73,OP-thomas69,OP-efigueroa,2025-03-06 17:56:59,,N/A
WO-2025190,B2025190,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,77.0,OP-rachaelclark,OP-istanton,2025-03-06 19:28:59,Within Spec,EQP004
WO-2025190,B2025190,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.29,OP-rachaelclark,OP-cody37,2025-03-06 21:28:59,Out of Spec,EQP004
WO-2025149,B2025149,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,71.86,OP-veronicascott,OP-kyle12,2025-03-27 17:49:14,,N/A
WO-2025149,B2025149,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,92.95,OP-garzaeric,OP-cody37,2025-03-27 17:40:14,,N/A
WO-2025149,B2025149,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,97.23,OP-john51,OP-efigueroa,2025-03-27 17:46:14,,N/A
WO-2025149,B2025149,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,78.6,OP-hoffmanalvin,OP-efigueroa,2025-03-27 19:33:14,Within Spec,EQP003
WO-2025149,B2025149,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,6.83,OP-hoffmanalvin,OP-dsmith,2025-03-27 21:33:14,Within Spec,EQP003
WO-2025057,B2025057,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Coating Agent Z,MAT-003,85.04,OP-dana45,OP-rachaelclark,2024-10-06 19:58:15,,N/A
WO-2025057,B2025057,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense Excipient X,MAT-001,53.14,OP-dsmith,OP-thomas69,2024-10-06 20:04:15,,N/A
WO-2025057,B2025057,PROD-001,RECIPE-PROD-001-V1,Dispensing,Dispense API-Alpha,MAT-002,53.65,OP-hoffmanalvin,OP-istanton,2024-10-06 20:00:15,,N/A
WO-2025057,B2025057,PROD-001,RECIPE-PROD-001-V1,Manufacturing,Heating Step,Temperature,77.2,OP-dana45,OP-dana45,2024-10-06 21:50:15,Within Spec,EQP002
WO-2025057,B2025057,PROD-001,RECIPE-PROD-001-V1,Manufacturing,pH Adjustment,pH,6.24,OP-dana45,OP-dsmith,2024-10-06 23:50:15,Out of Spec,EQP002
WO-2025147,B2025147,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,87.91,OP-garzaeric,OP-efigueroa,2025-03-25 06:00:39,,N/A
WO-2025147,B2025147,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,66.51,OP-istanton,OP-garzaeric,2025-03-25 06:03:39,,N/A
WO-2025147,B2025147,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,77.8,OP-cody37,OP-thomas69,2025-03-25 07:33:39,Within Spec,EQP007
WO-2025147,B2025147,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.28,OP-cody37,OP-dana45,2025-03-25 09:33:39,Out of Spec,EQP007
WO-2025166,B2025166,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,69.8,OP-hoffmanalvin,OP-thomas69,2024-10-29 12:10:58,,N/A
WO-2025166,B2025166,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,93.29,OP-cramos,OP-garzaeric,2024-10-29 12:08:58,,N/A
WO-2025166,B2025166,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,70.3,OP-garzaeric,OP-veronicascott,2024-10-29 13:44:58,Within Spec,EQP004
WO-2025166,B2025166,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.54,OP-garzaeric,OP-thomas69,2024-10-29 15:44:58,Out of Spec,EQP004
WO-2025166,B2025166,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-garzaeric,OP-istanton,2024-10-29 19:44:58,Completed,PKG-LINE-01
WO-2025097,B2025097,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Excipient X,MAT-001,98.68,OP-efigueroa,OP-rachaelclark,2024-11-25 18:18:26,,N/A
WO-2025097,B2025097,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,61.24,OP-kyle12,OP-efigueroa,2024-11-25 18:07:26,,N/A
WO-2025097,B2025097,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,82.57,OP-rachaelclark,OP-cramos,2024-11-25 18:18:26,,N/A
WO-2025097,B2025097,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,78.1,OP-istanton,OP-efigueroa,2024-11-25 19:56:26,Within Spec,EQP006
WO-2025097,B2025097,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.29,OP-istanton,OP-cody37,2024-11-25 21:56:26,Out of Spec,EQP006
WO-2025047,B2025047,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense API-Alpha,MAT-002,61.6,OP-rachaelclark,OP-kyle12,2025-04-09 01:31:44,,N/A
WO-2025047,B2025047,PROD-001,RECIPE-PROD-001-V2,Dispensing,Dispense Coating Agent Z,MAT-003,58.74,OP-hoffmanalvin,OP-istanton,2025-04-09 01:33:44,,N/A
WO-2025047,B2025047,PROD-001,RECIPE-PROD-001-V2,Manufacturing,Heating Step,Temperature,78.4,OP-efigueroa,OP-thomas69,2025-04-09 03:08:44,Within Spec,EQP004
WO-2025047,B2025047,PROD-001,RECIPE-PROD-001-V2,Manufacturing,pH Adjustment,pH,6.27,OP-efigueroa,OP-john51,2025-04-09 05:08:44,Out of Spec,EQP004
WO-2025021,B2025021,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Coating Agent Z,MAT-003,86.33,OP-veronicascott,OP-cramos,2025-03-18 03:03:41,,N/A
WO-2025021,B2025021,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense API-Alpha,MAT-002,99.36,OP-efigueroa,OP-cody37,2025-03-18 03:03:41,,N/A
WO-2025021,B2025021,PROD-004,RECIPE-PROD-004-V2,Dispensing,Dispense Excipient X,MAT-001,73.88,OP-dana45,OP-cramos,2025-03-18 03:07:41,,N/A
WO-2025021,B2025021,PROD-004,RECIPE-PROD-004-V2,Manufacturing,Heating Step,Temperature,82.3,OP-cramos,OP-dana45,2025-03-18 04:46:41,Out of Spec,EQP003
WO-2025021,B2025021,PROD-004,RECIPE-PROD-004-V2,Manufacturing,pH Adjustment,pH,6.34,OP-cramos,OP-cody37,2025-03-18 06:46:41,Out of Spec,EQP003
WO-2025021,B2025021,Product D,RECIPE-PROD-004-V2,Packaging,Final Label Check,Label Verification,Pass,OP-cramos,OP-dana45,2025-03-18 10:46:41,Completed,PKG-LINE-01
WO-2025041,B2025041,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,87.18,OP-hoffmanalvin,OP-garzaeric,2024-08-10 00:07:00,,N/A
WO-2025041,B2025041,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,75.66,OP-dsmith,OP-wagnerjason,2024-08-10 00:01:00,,N/A
WO-2025041,B2025041,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,74.0,OP-dana45,OP-cramos,2024-08-10 01:37:00,Within Spec,EQP006
WO-2025041,B2025041,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,6.23,OP-dana45,OP-wagnerjason,2024-08-10 03:37:00,Out of Spec,EQP006
WO-2025041,B2025041,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-dana45,OP-hoffmanalvin,2024-08-10 07:37:00,Completed,PKG-LINE-01
WO-2025212,B2025212,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense API-Alpha,MAT-002,83.96,OP-dana45,OP-kyle12,2024-11-01 22:29:00,,N/A
WO-2025212,B2025212,PROD-001,RECIPE-PROD-001-V3,Dispensing,Dispense Coating Agent Z,MAT-003,95.27,OP-hoffmanalvin,OP-veronicascott,2024-11-01 22:11:00,,N/A
WO-2025212,B2025212,PROD-001,RECIPE-PROD-001-V3,Manufacturing,Heating Step,Temperature,77.8,OP-dana45,OP-kyle12,2024-11-02 00:02:00,Within Spec,EQP007
WO-2025212,B2025212,PROD-001,RECIPE-PROD-001-V3,Manufacturing,pH Adjustment,pH,6.2,OP-dana45,OP-dana45,2024-11-02 02:02:00,Out of Spec,EQP007
WO-2025118,B2025118,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense API-Alpha,MAT-002,58.91,OP-cody37,OP-john51,2025-05-14 12:15:59,,N/A
WO-2025118,B2025118,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Coating Agent Z,MAT-003,69.75,OP-hoffmanalvin,OP-dsmith,2025-05-14 12:11:59,,N/A
WO-2025118,B2025118,PROD-003,RECIPE-PROD-003-V2,Dispensing,Dispense Excipient X,MAT-001,51.06,OP-rachaelclark,OP-garzaeric,2025-05-14 11:57:59,,N/A
WO-2025118,B2025118,PROD-003,RECIPE-PROD-003-V2,Manufacturing,Heating Step,Temperature,78.3,OP-garzaeric,OP-cody37,2025-05-14 13:48:59,Within Spec,EQP007
WO-2025118,B2025118,PROD-003,RECIPE-PROD-003-V2,Manufacturing,pH Adjustment,pH,6.09,OP-garzaeric,OP-thomas69,2025-05-14 15:48:59,Out of Spec,EQP007
WO-2025076,B2025076,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Excipient X,MAT-001,50.26,OP-rachaelclark,OP-kyle12,2025-04-26 21:04:16,,N/A
WO-2025076,B2025076,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense API-Alpha,MAT-002,98.06,OP-john51,OP-wagnerjason,2025-04-26 20:54:16,,N/A
WO-2025076,B2025076,PROD-003,RECIPE-PROD-003-V1,Dispensing,Dispense Coating Agent Z,MAT-003,82.73,OP-cramos,OP-veronicascott,2025-04-26 21:13:16,,N/A
WO-2025076,B2025076,PROD-003,RECIPE-PROD-003-V1,Manufacturing,Heating Step,Temperature,78.8,OP-istanton,OP-cody37,2025-04-26 22:43:16,Within Spec,EQP005
WO-2025076,B2025076,PROD-003,RECIPE-PROD-003-V1,Manufacturing,pH Adjustment,pH,7.02,OP-istanton,OP-cramos,2025-04-27 00:43:16,Within Spec,EQP005
WO-2025031,B2025031,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Coating Agent Z,MAT-003,70.27,OP-efigueroa,OP-garzaeric,2025-03-07 23:11:59,,N/A
WO-2025031,B2025031,PROD-004,RECIPE-PROD-004-V3,Dispensing,Dispense Excipient X,MAT-001,84.19,OP-dsmith,OP-wagnerjason,2025-03-07 23:05:59,,N/A
WO-2025031,B2025031,PROD-004,RECIPE-PROD-004-V3,Manufacturing,Heating Step,Temperature,84.8,OP-hoffmanalvin,OP-rachaelclark,2025-03-08 00:59:59,Out of Spec,EQP002
WO-2025031,B2025031,PROD-004,RECIPE-PROD-004-V3,Manufacturing,pH Adjustment,pH,6.59,OP-hoffmanalvin,OP-veronicascott,2025-03-08 02:59:59,Within Spec,EQP002
WO-2025031,B2025031,Product D,RECIPE-PROD-004-V3,Packaging,Final Label Check,Label Verification,Pass,OP-hoffmanalvin,OP-rachaelclark,2025-03-08 06:59:59,Completed,PKG-LINE-01
WO-2025122,B2025122,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense Coating Agent Z,MAT-003,90.35,OP-garzaeric,OP-dana45,2024-10-24 09:09:54,,N/A
WO-2025122,B2025122,PROD-004,RECIPE-PROD-004-V1,Dispensing,Dispense API-Alpha,MAT-002,94.85,OP-efigueroa,OP-dsmith,2024-10-24 09:12:54,,N/A
WO-2025122,B2025122,PROD-004,RECIPE-PROD-004-V1,Manufacturing,Heating Step,Temperature,80.5,OP-garzaeric,OP-rachaelclark,2024-10-24 10:42:54,Out of Spec,EQP002
WO-2025122,B2025122,PROD-004,RECIPE-PROD-004-V1,Manufacturing,pH Adjustment,pH,7.75,OP-garzaeric,OP-cramos,2024-10-24 12:42:54,Out of Spec,EQP002
WO-2025122,B2025122,Product D,RECIPE-PROD-004-V1,Packaging,Final Label Check,Label Verification,Pass,OP-garzaeric,OP-hoffmanalvin,2024-10-24 16:42:54,Completed,PKG-LINE-01
WO-2025216,B2025216,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense API-Alpha,MAT-002,96.68,OP-thomas69,OP-dsmith,2024-11-25 08:40:16,,N/A
WO-2025216,B2025216,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Coating Agent Z,MAT-003,56.84,OP-istanton,OP-cody37,2024-11-25 08:45:16,,N/A
WO-2025216,B2025216,PROD-002,RECIPE-PROD-002-V1,Dispensing,Dispense Excipient X,MAT-001,59.94,OP-efigueroa,OP-wagnerjason,2024-11-25 08:56:16,,N/A
WO-2025216,B2025216,PROD-002,RECIPE-PROD-002-V1,Manufacturing,Heating Step,Temperature,80.3,OP-dana45,OP-kyle12,2024-11-25 10:26:16,Out of Spec,EQP001
WO-2025216,B2025216,PROD-002,RECIPE-PROD-002-V1,Manufacturing,pH Adjustment,pH,7.57,OP-dana45,OP-john51,2024-11-25 12:26:16,Out of Spec,EQP001
WO-2025070,B2025070,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Coating Agent Z,MAT-003,76.94,OP-cody37,OP-cramos,2024-08-24 01:54:44,,N/A
WO-2025070,B2025070,PROD-003,RECIPE-PROD-003-V3,Dispensing,Dispense Excipient X,MAT-001,68.48,OP-rachaelclark,OP-thomas69,2024-08-24 02:14:44,,N/A
WO-2025070,B2025070,PROD-003,RECIPE-PROD-003-V3,Manufacturing,Heating Step,Temperature,79.7,OP-istanton,OP-cramos,2024-08-24 03:44:44,Within Spec,EQP007
WO-2025070,B2025070,PROD-003,RECIPE-PROD-003-V3,Manufacturing,pH Adjustment,pH,6.34,OP-istanton,OP-dana45,2024-08-24 05:44:44,Out of Spec,EQP007
WO-2025155,B2025155,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Excipient X,MAT-001,70.79,OP-istanton,OP-kyle12,2024-09-16 09:21:05,,N/A
WO-2025155,B2025155,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense Coating Agent Z,MAT-003,55.53,OP-dana45,OP-john51,2024-09-16 09:32:05,,N/A
WO-2025155,B2025155,PROD-002,RECIPE-PROD-002-V3,Dispensing,Dispense API-Alpha,MAT-002,50.6,OP-dsmith,OP-wagnerjason,2024-09-16 09:23:05,,N/A
WO-2025155,B2025155,PROD-002,RECIPE-PROD-002-V3,Manufacturing,Heating Step,Temperature,78.3,OP-hoffmanalvin,OP-veronicascott,2024-09-16 11:13:05,Within Spec,EQP003
